,akiec,bcc,bkl,df,mel,nv,vasc
akiec,0.5484,0.0968,0.1935,0.0484,0.0323,0.0484,0.0323
bcc,0.15,0.26,0.17,0.1,0.05,0.09,0.18
bkl,0.133,0.0275,0.4679,0.0092,0.1789,0.1468,0.0367
df,0.2143,0.0714,0.0357,0.3214,0.0714,0.1071,0.1786
mel,0.0963,0.0321,0.2202,0.0183,0.4037,0.1789,0.0505
nv,0.077,0.0217,0.0763,0.0516,0.1623,0.5677,0.0434
vasc,0.0312,0.0312,0.0,0.0,0.0938,0.0938,0.75
