seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best,r_sparse_train_at_best,n_selected
44,0.474152022411037,0.3431231913540689,0.5731025609535808,0.5223057644110276,0.796800965096842,0.36509251594543457,0.3704061324779804,97.50340593778171,24.0
mean,0.474152022411037,0.3431231913540689,0.5731025609535808,0.5223057644110276,0.796800965096842,0.36509251594543457,0.3704061324779804,97.50340593778171,
std,,,,,,,,,
