concept_name,group_norm,is_zeroed
asymmetry,6.401721477508545,False
border_irregularity,6.376197814941406,False
colour_variation,6.7526631355285645,False
diameter_large,5.9398603439331055,False
atypical_pigment_network,6.239673614501953,False
blue_white_veil,6.650075435638428,False
atypical_vascular_pattern,6.392372131347656,False
irregular_streaks,6.284955978393555,False
irregular_pigmentation,6.599056720733643,False
irregular_dots_globules,6.710195541381836,False
regression_structures,6.63804817199707,False
symmetric_uniform,6.332095146179199,False
reticular_network,6.300664901733398,False
arborizing_vessels,6.313748836517334,False
blue_grey_ovoid_nests,6.484787464141846,False
ulceration,6.141957759857178,False
scaly_surface,6.523849964141846,False
strawberry_pattern,6.419869422912598,False
milia_like_cysts,6.678730010986328,False
comedo_like_openings,6.301290988922119,False
cerebriform_surface,5.995882987976074,False
central_white_patch,6.555233955383301,False
red_lacunae,6.249744415283203,False
healthy_skin,6.157564163208008,False
