,precision,recall,f1-score,support,auc
nv,0.9166743593608547,0.6073298429319371,0.7305317094390984,1337,0.8563662693550184
mel,0.2808948828451397,0.4422018348623853,0.3430793319219202,218,0.7513503327430521
bkl,0.3670847051590083,0.4522935779816514,0.4044407652800944,218,0.7967531093018334
bcc,0.31154605757563775,0.47400000000000003,0.3750678162673974,100,0.8701941952506596
akiec,0.2260100345169565,0.5354838709677419,0.31651633851546457,62,0.8720090783171737
vasc,0.36792540493854653,0.71875,0.48589960385044045,32,0.9772860417727968
df,0.08964264674754348,0.40714285714285714,0.14588963517584858,28,0.8542631999418985
