seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best
42,0.525795551052093,0.38778959536192,0.5991040796755057,0.5493734335839598,0.8414607610500929,0.12569202482700348,0.10575748607516289
43,0.5114954677231366,0.3941164259225549,0.6028159577464155,0.5533834586466165,0.8329564465284082,0.15666118264198303,0.11466824521238987
44,0.5059261384077143,0.3940059820806164,0.6156506464538472,0.5709273182957394,0.8405004031571779,0.14920496940612793,0.11517889109941629
45,0.5282808161877123,0.4079273801440341,0.6179117044551262,0.5699248120300752,0.8436413239642337,0.11479093134403229,0.10028574844965568
46,0.5265034436911818,0.41717861681249174,0.6132513671401584,0.5684210526315789,0.8487712853734656,0.14935751259326935,0.10929981332558852
mean,0.5196002834123676,0.40020360006432343,0.6097467510942105,0.5624060150375939,0.8414660440146756,0.1391413241624832,0.10903803683244266
std,0.010174193963053668,0.0120143626836363,0.008293176845897756,0.010205149409274375,0.005732454398484083,0.017933336177445938,0.006261837383483312
