,akiec,bcc,bkl,df,mel,nv,vasc
akiec,0.5484,0.0968,0.1452,0.0968,0.0645,0.0161,0.0323
bcc,0.17,0.33,0.07,0.1,0.06,0.11,0.16
bkl,0.1927,0.0917,0.3716,0.0229,0.1927,0.1055,0.0229
df,0.2143,0.0357,0.0,0.4286,0.0714,0.1071,0.1429
mel,0.1147,0.0688,0.1881,0.0275,0.4266,0.1376,0.0367
nv,0.0658,0.0524,0.0628,0.0957,0.1616,0.5288,0.0329
vasc,0.0,0.0625,0.0,0.0312,0.0938,0.0625,0.75
