epoch,train_loss,val_loss,val_balanced_acc
1,1.660903753991779,1.3806096315383911,0.4841174768014637
2,1.3278791869218844,1.2308627367019653,0.5485552943900619
3,1.2045667106208915,1.225765347480774,0.5544068310706164
4,1.1747508122439259,1.1702094078063965,0.5717623488083045
5,1.112549278502109,1.1893309354782104,0.5517782125160187
6,1.111762705292778,1.1510982513427734,0.5694876408597302
7,1.0680114064028965,1.145356297492981,0.5701938903147085
8,1.0499973670100142,1.1423375606536865,0.5748480070129516
9,1.060870245486141,1.1764914989471436,0.569866532816499
10,1.0391984081579824,1.1590222120285034,0.5825327482013759
11,1.0350011352859327,1.1379022598266602,0.5572110817097125
12,1.043322762928997,1.1246418952941895,0.5747157225053011
13,0.9789256181589348,1.1139373779296875,0.5861740658224719
14,0.9935686333467995,1.2143234014511108,0.5594258158068269
15,1.0254854924164436,1.1754335165023804,0.5837928770838602
16,1.1540079172077733,1.1088199615478516,0.6035940756060372
17,0.9499447669020928,1.0959466695785522,0.6138501128353724
18,0.955973968783625,1.1156307458877563,0.5923674052404654
19,0.9324712615711059,1.1408864259719849,0.5781378344297219
20,0.9162630019003987,1.1519091129302979,0.6087387289652889
21,0.9285822566995577,1.2098228931427002,0.5635352975990634
22,0.9252939160549913,1.2136013507843018,0.560658172391965
23,0.8848116538872854,1.2105730772018433,0.5920511571008854
24,0.9518168286117207,1.2156656980514526,0.5561884436311768
25,0.904100625951473,1.1661304235458374,0.5935342555754082
26,0.8759664087667123,1.2092256546020508,0.5568130763064941
27,0.874114792636958,1.134140968322754,0.5880358907288566
