,precision,recall,f1-score,support,auc
nv,0.9128738621586476,0.525056095736724,0.6666666666666666,1337,0.8131256067092093
mel,0.23390557939914164,0.5,0.31871345029239767,218,0.7211618385796078
bkl,0.38271604938271603,0.42660550458715596,0.403470715835141,218,0.7728080002891173
bcc,0.2857142857142857,0.26,0.27225130890052357,100,0.8464010554089708
akiec,0.18181818181818182,0.5161290322580645,0.2689075630252101,62,0.8755653088129767
vasc,0.23,0.71875,0.3484848484848485,32,0.9357488537952114
df,0.08,0.42857142857142855,0.1348314606741573,28,0.8455043939283898
