seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best
42,0.5523156707720113,0.4184457500235175,0.6162434394672465,0.5674185463659148,0.8535145648147293,0.3039102554321289,0.273872781258363
mean,0.5523156707720113,0.4184457500235175,0.6162434394672465,0.5674185463659148,0.8535145648147293,0.3039102554321289,0.273872781258363
std,,,,,,,
