,precision,recall,f1-score,support,auc
nv,0.9109663409337676,0.6275243081525804,0.7431355181576617,1337,0.8571576341353072
mel,0.2740112994350282,0.44495412844036697,0.33916083916083917,218,0.7628463599613822
bkl,0.3942307692307692,0.3761467889908257,0.38497652582159625,218,0.8009014264841785
bcc,0.2916666666666667,0.49,0.3656716417910448,100,0.8714986807387862
akiec,0.2,0.5806451612903226,0.2975206611570248,62,0.8766416901690502
vasc,0.375,0.75,0.5,32,0.9779037187977585
df,0.1,0.35714285714285715,0.15625,28,0.8664027888735566
