,precision,recall,f1-score,support,auc
nv,0.8912466843501327,0.5026178010471204,0.642754662840746,1337,0.7639193585421247
mel,0.25125628140703515,0.45871559633027525,0.3246753246753247,218,0.7158105868565203
bkl,0.36363636363636365,0.44036697247706424,0.3983402489626556,218,0.7544955161002205
bcc,0.26229508196721313,0.16,0.19875776397515527,100,0.7443060686015831
akiec,0.19078947368421054,0.46774193548387094,0.27102803738317754,62,0.8310915675116399
vasc,0.1509433962264151,0.75,0.2513089005235602,32,0.929715359144167
df,0.06763285024154589,0.5,0.11914893617021277,28,0.8166896651899194
