seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best,r_sparse_train_at_best,n_selected
42,0.46849175790547587,0.31514483921869024,0.5338536085292981,0.4766917293233083,0.7621370420948378,0.22738699615001678,0.14276450070051047,165.0236311692458,24.0
mean,0.46849175790547587,0.31514483921869024,0.5338536085292981,0.4766917293233083,0.7621370420948378,0.22738699615001678,0.14276450070051047,165.0236311692458,
std,,,,,,,,,
