,akiec,bcc,bkl,df,mel,nv,vasc
akiec,0.5806,0.0968,0.1613,0.0645,0.0323,0.0323,0.0323
bcc,0.15,0.36,0.08,0.16,0.07,0.1,0.08
bkl,0.156,0.0872,0.4541,0.0321,0.1514,0.1055,0.0138
df,0.1071,0.0357,0.0714,0.4643,0.0357,0.1786,0.1071
mel,0.1193,0.0413,0.2064,0.0413,0.3945,0.1789,0.0183
nv,0.0501,0.0366,0.0853,0.0875,0.1092,0.6073,0.0239
vasc,0.0,0.125,0.0,0.0,0.0312,0.0938,0.75
