,precision,recall,f1-score,support,auc
nv,0.8890953600116372,0.4154076290201944,0.5623973995467149,1337,0.7306320233340078
mel,0.20552253628706668,0.43577981651376146,0.27879990167283764,218,0.6915257649992513
bkl,0.2942271842860268,0.436697247706422,0.3495068321927909,218,0.7165922361675434
bcc,0.23391509176301142,0.154,0.17661326139173045,100,0.7845445910290237
akiec,0.17817887575076127,0.4838709677419355,0.2456668935443666,62,0.8478046826761009
vasc,0.17941410043021205,0.7125,0.2842824096550302,32,0.896262098828324
df,0.049128572650696166,0.3,0.0806580110859703,28,0.8115059190936161
