,akiec,bcc,bkl,df,mel,nv,vasc
akiec,0.4839,0.1613,0.1935,0.0161,0.0484,0.0645,0.0323
bcc,0.11,0.44,0.1,0.07,0.11,0.07,0.1
bkl,0.1055,0.0872,0.4862,0.0183,0.1972,0.0963,0.0092
df,0.0714,0.1429,0.0714,0.3571,0.0357,0.2143,0.1071
mel,0.0505,0.0688,0.2248,0.0183,0.4404,0.1743,0.0229
nv,0.0396,0.0479,0.0957,0.0404,0.1571,0.5931,0.0262
vasc,0.0,0.0312,0.0,0.0,0.0312,0.0938,0.8438
