seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best
42,0.5270651059014843,0.41345374826133413,0.6301354808010414,0.5859649122807018,0.8566733283878677,0.24289824068546295,0.21557636501697394
43,0.5230830937952592,0.4027061663894494,0.6129511101966518,0.5614035087719298,0.8537039444892207,0.23920634388923645,0.20869791221160156
44,0.5278450804436533,0.4271855894551096,0.6516059440171817,0.6170426065162907,0.8524392449201699,0.24525299668312073,0.20743884662022957
45,0.5399550297714769,0.41413481584002376,0.6092253297734614,0.5634085213032581,0.8493857364815993,0.24868914484977722,0.21111289870280486
46,0.5255550057280752,0.41250657710125177,0.626020482836566,0.581453634085213,0.8533003195725418,0.23448073863983154,0.20752687351061747
mean,0.5287006631279898,0.4139973794094337,0.6259876695249804,0.5818546365914787,0.8531005147702798,0.24210549294948577,0.21007057921244549
std,0.006548283809568334,0.008717185480291899,0.0167662556651701,0.022437447465112743,0.0026175323340622684,0.00548683981510508,0.0034161666043600624
