,precision,recall,f1-score,support,auc
nv,0.9162834578908396,0.6400897531787584,0.7528981422309553,1337,0.8679659810899965
mel,0.29303780066262963,0.3990825688073395,0.33403892613960934,218,0.7586309262595964
bkl,0.3698068831245049,0.48440366972477067,0.418593763949578,218,0.7995689054328241
bcc,0.35588270139047473,0.504,0.4154243461581809,100,0.8976707124010554
akiec,0.23579983018056994,0.5483870967741936,0.3257805948650083,62,0.8869081988551974
vasc,0.4015726081827776,0.71875,0.5149039366430671,32,0.9776012480896586
df,0.09557298593572758,0.42142857142857143,0.15562526280373606,28,0.8705969932456968
