epoch,train_loss,val_loss,val_balanced_acc,lr,r_perp_train,r_perp_val,r_sparse_train
1,1.6845307805375376,1.4590764045715332,0.45445024765065434,0.001,0.29504388112288255,0.3051900565624237,170.5535372220553
2,1.4843521305813465,1.4014800786972046,0.5001008944137183,0.001,0.3338385636989887,0.34640154242515564,154.72688469519983
3,1.4047739291231895,1.3847715854644775,0.5268652130000556,0.001,0.36390370245163256,0.3564484715461731,139.63812549297626
4,1.3738053447259382,1.3781707286834717,0.5528154761084199,0.001,0.36698782214751613,0.3591810166835785,125.02095589270958
5,1.3845407796473466,1.391243815422058,0.5395980072929768,0.001,0.3737657173321797,0.3702896237373352,110.73784373356746
6,1.3903929847157155,1.3901560306549072,0.5444552243125511,0.001,0.38428427622868466,0.3786962330341339,96.72061714759239
7,1.4107701455773565,1.414348840713501,0.5163169733353221,0.001,0.3823271279151623,0.3788178861141205,83.13165694016676
8,1.429457101244859,1.4389171600341797,0.5357638428923057,0.001,0.38363580520336443,0.37698879837989807,69.97572502723106
9,1.4558735037502668,1.4731557369232178,0.5176653706832858,0.001,0.3824262492931806,0.37463313341140747,57.399744327251724
10,1.5031170305446993,1.5064460039138794,0.5203465108274482,0.001,0.37980524507852703,0.3791104853153229,45.59205495394193
11,1.5409029541239618,1.5544636249542236,0.5079920226906341,0.001,0.38879472705034107,0.38780564069747925,34.689047446617714
12,1.5715027259693748,1.5687183141708374,0.49378443538686484,0.001,0.37375540687487674,0.34384414553642273,25.097278594970703
13,1.5826820272515991,1.5798463821411133,0.4878022878254112,0.001,0.21815182526524252,0.12349545955657959,17.67120130245502
14,1.5910813742615533,1.5905227661132812,0.4698841363437555,0.001,0.08932688860939099,0.06195521727204323,13.931080891535832
15,1.5963060554550974,1.5944093465805054,0.4579896371990361,0.001,0.048490083704774194,0.04629605636000633,12.079173344832201
16,1.603055136833096,1.598689317703247,0.42515794410877655,0.001,0.030239554695211925,0.024514710530638695,10.781325413630558
17,1.61580832587892,1.6160162687301636,0.41455618097272723,0.001,0.018980090506374836,0.017387039959430695,9.92167619558481
18,1.6257087105743473,1.6284210681915283,0.4250212248802728,0.001,0.017690491289473496,0.011387075297534466,9.155482438894419
19,1.6380363418333155,1.6474509239196777,0.41502541796594267,0.001,0.011688052354237208,0.011534694582223892,8.474423775306114
20,1.658634452431175,1.6607742309570312,0.4051697379034674,0.001,0.011804323571805771,0.01172705739736557,7.757882063205425
21,1.6666473545763352,1.670627236366272,0.3829553895731844,0.001,0.010194219541377746,0.007405185606330633,6.912534108528724
22,1.685658834625466,1.6850218772888184,0.38175992190982655,0.001,0.0077753313100681854,0.007528369314968586,6.192039563105657
23,1.6924786736238686,1.6904915571212769,0.3632807470829108,0.001,0.0037278677695072615,0.002584340749308467,5.665692090988159
24,1.702141419486507,1.6989601850509644,0.3477619627449651,0.001,0.0028109502477141526,0.0026154895313084126,5.425667652717004
25,1.7072629661763283,1.707305908203125,0.3223083501868107,0.001,0.0028391748469752762,0.002703388687223196,5.056627053480882
26,1.7181817035983595,1.7112507820129395,0.30754000782710544,0.001,0.00288814077906024,0.0025955219753086567,4.584412648127629
