concept_name,group_norm,is_zeroed
asymmetry,5.103586196899414,False
border_irregularity,5.25506067276001,False
colour_variation,4.966243267059326,False
diameter_large,5.188523292541504,False
atypical_pigment_network,5.561002254486084,False
blue_white_veil,5.283398628234863,False
atypical_vascular_pattern,5.416032314300537,False
irregular_streaks,5.406343460083008,False
irregular_pigmentation,5.150827884674072,False
irregular_dots_globules,5.357517242431641,False
regression_structures,4.959195613861084,False
symmetric_uniform,5.151343822479248,False
reticular_network,5.579710006713867,False
arborizing_vessels,4.973959445953369,False
blue_grey_ovoid_nests,5.126631259918213,False
ulceration,4.90322732925415,False
scaly_surface,5.318388938903809,False
strawberry_pattern,5.274505615234375,False
milia_like_cysts,5.26509952545166,False
comedo_like_openings,5.394970417022705,False
cerebriform_surface,5.050408363342285,False
central_white_patch,5.472572326660156,False
red_lacunae,5.279770374298096,False
healthy_skin,5.289732933044434,False
