,precision,recall,f1-score,support,auc
nv,0.9048128342245989,0.6327599102468212,0.7447183098591549,1337,0.8544829985018403
mel,0.2889908256880734,0.2889908256880734,0.2889908256880734,218,0.7567542451198547
bkl,0.3165680473372781,0.4908256880733945,0.38489208633093525,218,0.8000314931360452
bcc,0.3333333333333333,0.4,0.36363636363636365,100,0.8707335092348285
akiec,0.21428571428571427,0.5806451612903226,0.3130434782608696,62,0.8725948300318742
vasc,0.34782608695652173,0.75,0.4752475247524752,32,0.9801802088639837
df,0.08163265306122448,0.42857142857142855,0.13714285714285715,28,0.8609194567506717
