,precision,recall,f1-score,support,auc
nv,0.8982188295165394,0.5280478683620045,0.6650965614696185,1337,0.8135598229488967
mel,0.24186046511627907,0.47706422018348627,0.32098765432098764,218,0.717243266406117
bkl,0.379182156133829,0.46788990825688076,0.4188911704312115,218,0.7711326687076971
bcc,0.2631578947368421,0.3,0.2803738317757009,100,0.8308654353562005
akiec,0.2018348623853211,0.3548387096774194,0.2573099415204678,62,0.8708092051466049
vasc,0.3055555555555556,0.6875,0.4230769230769231,32,0.9250031839021905
df,0.07441860465116279,0.5714285714285714,0.13168724279835392,28,0.8435071537511802
