seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best,r_sparse_train_at_best,n_selected
42,0.4551925968647733,0.3121564626580322,0.5232923483277148,0.4706766917293233,0.7398861633805031,0.19915859401226044,0.11932404253345269,76.0418833219088,24.0
mean,0.4551925968647733,0.3121564626580322,0.5232923483277148,0.4706766917293233,0.7398861633805031,0.19915859401226044,0.11932404253345269,76.0418833219088,
std,,,,,,,,,
