seed,balanced_accuracy,macro_f1,weighted_f1,top1_accuracy,auc_ovr_weighted,r_perp_val_at_best,r_perp_train_at_best,r_sparse_train_at_best,n_selected
42,0.507004043614133,0.37995035614725664,0.5829578132548174,0.5283208020050125,0.8287818042560504,0.3406592011451721,0.34716024880225843,136.38627683199368,24.0
mean,0.507004043614133,0.37995035614725664,0.5829578132548174,0.5283208020050125,0.8287818042560504,0.3406592011451721,0.34716024880225843,136.38627683199368,
std,,,,,,,,,
