,precision,recall,f1-score,support,auc
nv,0.9051620648259304,0.5639491398653702,0.6949308755760368,1337,0.8410109281542627
mel,0.26700251889168763,0.48623853211009177,0.34471544715447155,218,0.7344844676885587
bkl,0.41232227488151657,0.39908256880733944,0.40559440559440557,218,0.7897729912800153
bcc,0.304,0.38,0.3377777777777778,100,0.8737203166226912
akiec,0.20754716981132076,0.532258064516129,0.2986425339366516,62,0.8805884218079869
vasc,0.34375,0.6875,0.4583333333333333,32,0.9668714977075905
df,0.06796116504854369,0.5,0.11965811965811966,28,0.8496985983005302
