epoch,train_loss,val_loss,val_balanced_acc,lr
1,1.9547241375946594,1.5277758836746216,0.4497979502300508,0.001
2,1.6116499429098423,1.4409828186035156,0.5207169943964743,0.001
3,1.5108266142853906,1.3922039270401,0.5261861627673216,0.001
4,1.452054426984925,1.3399962186813354,0.5382487286653008,0.001
5,1.410354598404034,1.315848708152771,0.5343431269832044,0.001
6,1.3868987738835827,1.3095649480819702,0.5635092742852617,0.001
7,1.3799139535117435,1.2815989255905151,0.5675139533337314,0.001
8,1.3213574649442463,1.2629210948944092,0.5767236722546615,0.001
9,1.3372267168887315,1.2686209678649902,0.5516397289900453,0.001
10,1.3094912812097537,1.2326122522354126,0.5833579452382027,0.001
11,1.2961187007397919,1.2154027223587036,0.5885415354199264,0.001
12,1.296962589419524,1.2484138011932373,0.5708427127301,0.001
13,1.2804895642386345,1.2257606983184814,0.5818570051546991,0.001
14,1.2544268326285395,1.2171612977981567,0.588435524420364,0.001
15,1.261801694447821,1.1945855617523193,0.5919278991823969,0.001
16,1.2445731326476432,1.2192070484161377,0.5827237383617012,0.001
17,1.2525965891445865,1.1943961381912231,0.5907871780195855,0.001
18,1.2253624763120146,1.2031461000442505,0.5826976177899487,0.001
19,1.236708948189075,1.1941823959350586,0.5863394193462778,0.001
20,1.2236093645204114,1.2190910577774048,0.59239199352557,0.001
21,1.2592817571823658,1.2296687364578247,0.5882685916375889,0.001
22,1.2221617785633436,1.2035804986953735,0.5778519581763132,0.001
23,1.2177450115961799,1.1752668619155884,0.5968538987688774,0.001
24,1.2089875463676185,1.1777684688568115,0.6010649887476349,0.001
25,1.210416147693688,1.1754459142684937,0.6051501791194908,0.001
26,1.235975784320152,1.1879421472549438,0.6059908902070352,0.001
27,1.2355505402341456,1.1806151866912842,0.5759936500773593,0.001
28,1.2017841589619573,1.1766595840454102,0.5805287026777523,0.001
29,1.1948354028212855,1.1806201934814453,0.5809013537743472,0.001
30,1.1953743029612371,1.1771752834320068,0.5746087406537067,0.001
31,1.1787028122808612,1.1805264949798584,0.5911981412841261,0.001
32,1.1969476667342762,1.1592767238616943,0.5981901738603701,0.001
33,1.1737635182006712,1.1713520288467407,0.5859718510877582,0.0005
34,1.183090267015998,1.1565557718276978,0.6116784361769846,0.0005
35,1.1756458459365495,1.1667448282241821,0.5996275557606027,0.0005
36,1.169807439830185,1.1744725704193115,0.5907122450009379,0.0005
37,1.179927630861359,1.1635123491287231,0.5919998961222398,0.0005
38,1.1693845655410429,1.1659046411514282,0.5899053897354997,0.0005
39,1.155774654413497,1.1804531812667847,0.5746343701530048,0.0005
40,1.1613721919107964,1.1678496599197388,0.5827379717026272,0.0005
41,1.1691353610337365,1.1594011783599854,0.5937761696399498,0.00025
42,1.1558170315080454,1.1613017320632935,0.6009577337370339,0.00025
43,1.155004527431974,1.1593650579452515,0.5899986505279069,0.00025
44,1.1846703440298614,1.160314917564392,0.5965297927386616,0.00025
45,1.1641492908341013,1.1620254516601562,0.6006989417309375,0.00025
46,1.1585084746258127,1.1665751934051514,0.597408215944519,0.00025
47,1.1566761295798036,1.1665048599243164,0.5827531945419757,0.000125
48,1.1489663049173051,1.1643271446228027,0.5792527547773964,0.000125
49,1.1862836730370794,1.1638933420181274,0.5806641694783552,0.000125
