concept_name,group_norm,is_zeroed
asymmetry,7.731013774871826,False
border_irregularity,7.293731212615967,False
colour_variation,7.485327243804932,False
diameter_large,7.380759239196777,False
atypical_pigment_network,7.620089530944824,False
blue_white_veil,7.51991605758667,False
atypical_vascular_pattern,7.100570201873779,False
irregular_streaks,6.8932647705078125,False
irregular_pigmentation,7.406401634216309,False
irregular_dots_globules,7.082834720611572,False
regression_structures,6.760915279388428,False
symmetric_uniform,7.61342716217041,False
reticular_network,7.365573406219482,False
arborizing_vessels,7.1250433921813965,False
blue_grey_ovoid_nests,7.007019519805908,False
ulceration,7.361542701721191,False
scaly_surface,7.412596702575684,False
strawberry_pattern,7.399686336517334,False
milia_like_cysts,6.823204040527344,False
comedo_like_openings,7.317052841186523,False
cerebriform_surface,7.677294731140137,False
central_white_patch,7.38839864730835,False
red_lacunae,7.364752769470215,False
healthy_skin,7.641152381896973,False
