,precision,recall,f1-score,support,auc
nv,0.879081015719468,0.543754674644727,0.6719038817005545,1337,0.7774505368595026
mel,0.24358974358974358,0.43577981651376146,0.3125,218,0.7070751137108724
bkl,0.4046511627906977,0.39908256880733944,0.4018475750577367,218,0.7644055283360781
bcc,0.3230769230769231,0.21,0.2545454545454545,100,0.8294934036939312
akiec,0.167420814479638,0.5967741935483871,0.26148409893992935,62,0.8647263988785608
vasc,0.192,0.75,0.3057324840764331,32,0.9133819409067754
df,0.07236842105263158,0.39285714285714285,0.12222222222222222,28,0.8401663156365748
